ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test,loss_test_base_learner
14,200,0.001,"[2, 2, 2, 2, 2, 2]",0.22125199809670448,0.0009683679090812802,0.21646268665790558
14,200,0.001,[6],0.06743910582736135,0.0057135834358632565,0.07657228410243988
14,200,0.001,[12],0.044034373480826616,0.001242874306626618,0.045705828815698624
14,400,0.001,[2],0.09585131146013737,0.0068939365446567535,0.11745988577604294
14,400,0.001,"[2, 2, 2]",0.1973086055368185,0.013687299564480782,0.16244910657405853
14,400,0.001,"[2, 2, 2, 2, 2, 2]",0.22646455839276314,0.003140451852232218,0.2133425772190094
14,400,0.001,[6],0.05498361447826028,0.0029476373456418514,0.058353859931230545
14,400,0.001,[12],0.03660858949297108,0.0012035390827804804,0.037776488810777664
15,200,0.001,[2],0.10143137210980058,0.007033114321529865,0.11694028228521347
15,200,0.001,"[2, 2, 2]",0.18585754558444023,0.009969971142709255,0.15362374484539032
15,200,0.001,"[2, 2, 2, 2, 2, 2]",0.21827179566025734,0.006168730091303587,0.1902572512626648
15,200,0.001,[6],0.05964161083102226,0.0027471811044961214,0.06314042955636978
15,200,0.001,[12],0.04376576887443662,0.0010801923926919699,0.044521283358335495
15,400,0.001,[2],0.12199141643941402,0.006634827237576246,0.13185180723667145
15,400,0.001,"[2, 2, 2]",0.18127784132957458,0.010834639891982079,0.16584287583827972
15,400,0.001,"[2, 2, 2, 2, 2, 2]",0.22413014248013496,0.007393165025860071,0.19507214426994324
15,400,0.001,[6],0.061876511201262474,0.0031111871358007193,0.06962443143129349
15,400,0.001,[12],0.040990181267261505,0.0010690734488889575,0.04253830015659332
16,200,0.001,[2],0.1429889276623726,0.007572614122182131,0.15989932417869568
16,200,0.001,"[2, 2, 2]",0.2335965372622013,0.009593197144567966,0.22561080753803253
16,200,0.001,"[2, 2, 2, 2, 2, 2]",0.24654651060700417,0.002210427075624466,0.239469975233078
16,200,0.001,[6],0.05544485279824585,0.0030827014707028866,0.06085595488548279
16,200,0.001,[12],0.0416053116787225,0.0009828688343986869,0.043009914457798004
16,400,0.001,[2],0.11182005750015378,0.00790589302778244,0.11316823214292526
