ensemble_size,epoch_num,learning_rate,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,average_individual_loss_train_traditional,average_individual_loss_test_traditional,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
4,200,0.0005,0.055851358777055375,0.07493489678017795,0.09346903602664287,0.0926195764914155,0.05838841199874878,0.07896015793085098,0.0025546778924763203,0.0037815847899764776
4,200,0.001,0.04837276270756355,0.06915100757032633,0.07500032091943118,0.08372945431619883,0.050242289900779724,0.07172171771526337,0.0018922288436442614,0.0026107376907020807
4,200,0.0015,0.04850920089162313,0.06165210856124759,0.07336831092834473,0.05277241813018918,0.05080500245094299,0.06709901243448257,0.0022615964990109205,0.004079536534845829
4,200,0.002,0.04399625684779424,0.06222706567496061,0.07916466605204803,0.07843330269679427,0.045830611139535904,0.0650169849395752,0.0018307049758732319,0.0028601440135389566
4,250,0.0005,0.05409139251479736,0.07181245926767588,0.06278065821299186,0.11212157923728228,0.056485615670681,0.07535678893327713,0.0023949064780026674,0.0038930850569158792
4,250,0.001,0.04993939987168862,0.059655546210706234,0.061439901447066896,0.057840343564748764,0.052539244294166565,0.06242973729968071,0.0025997275952249765,0.003079658839851618
4,250,0.0015,0.05543478778921641,0.09010865446180105,0.06018865180130188,0.06388997007161379,0.05960221588611603,0.09592051059007645,0.004221394658088684,0.004900985863059759
4,250,0.002,0.05290066364866037,0.09054877795279026,0.07391057722270489,0.0610756017267704,0.05699722468852997,0.09577657282352448,0.0041018263436853886,0.005018673837184906
4,300,0.0005,0.04340848161910589,0.08740702643990517,0.07608775092432132,0.07847210392355919,0.04506789147853851,0.09016737341880798,0.0016857204027473927,0.0020757049787789583
4,300,0.001,0.043133509560273245,0.08625703770667315,0.08738144773703355,0.09335213480517268,0.04572421312332153,0.09041811525821686,0.002631458919495344,0.003117549931630492
4,300,0.0015,0.04338301317049907,0.055176188703626394,0.05935387599926729,0.04413647251203656,0.04452883079648018,0.057169392704963684,0.0011519546387717128,0.0017699887976050377
4,300,0.002,0.054237641680699125,0.07234851643443108,0.08088383852289273,0.11237196251749992,0.061902254819869995,0.0828692615032196,0.007711049169301987,0.01151223387569189
6,50,0.0005,0.0964399381325795,0.13763071596622467,0.11610588775231288,0.13194764964282513,0.10050859302282333,0.142893448472023,0.004074166528880596,0.005075142718851566
6,50,0.001,0.08126427319187385,0.15373306535184383,0.15345291449473455,0.21325361356139183,0.0850500836968422,0.15855897963047028,0.0037659131921827793,0.0047535463236272335
6,50,0.0015,0.06531739550141188,0.09848173335194588,0.0990576480443661,0.10607881750911474,0.06758136302232742,0.10202819854021072,0.0022628195583820343,0.003482264932245016
6,50,0.002,0.05957378189151104,0.1113338777795434,0.07609264824825984,0.0856705904006958,0.06245734915137291,0.11613887548446655,0.002895685378462076,0.004290399141609669
6,100,0.0005,0.07752089947462082,0.15524000488221645,0.12147272607454887,0.17428668588399887,0.08018489181995392,0.15819206833839417,0.002631284762173891,0.002970299916341901
6,100,0.001,0.060806078693041436,0.0904731135815382,0.0854106445152026,0.0897949980571866,0.06250264495611191,0.09256143122911453,0.0017071154434233904,0.0022485172376036644
6,100,0.0015,0.0470992628341684,0.06286452990025282,0.05367501710469906,0.0581058980897069,0.048426225781440735,0.0645521953701973,0.0013429801911115646,0.0017793613951653242
6,100,0.002,0.04554528671388443,0.07522559631615877,0.09024981495279533,0.07100608851760626,0.04699872061610222,0.0771951973438263,0.0014635625993832946,0.001914118300192058
6,150,0.0005,0.06562364889452091,0.11434423364698887,0.08657037867949559,0.10630704369395971,0.06786852329969406,0.11755112558603287,0.002266071969643235,0.002887950511649251
6,150,0.001,0.04780481182611906,0.06596196629106998,0.06297396295345746,0.10448889341205359,0.04947933554649353,0.06821291893720627,0.001679863198660314,0.002473723143339157
