correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,evolution_epoch,max_fitness,average_loss_train_neat_ncl,average_loss_test_neat_ncl,average_loss_train_static_ncl,average_loss_test_static_ncl,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,diversity_coefficient_train_neat_ncl,diversity_coefficient_test_neat_ncl,diversity_coefficient_train_static_ncl,diversity_coefficient_test_static_ncl,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
1.0,2,100,0.001,140,30.0,413.381098429362,401.0240478515625,11.54931370417277,16.437045097351074,8.814246773719788,6.93835711479187,8.415984749794006,11.044987678527832,6.551438808441162,6.551503658294678,180.5048065185547,178.85140991210938,0.34131506085395813,0.28896263241767883
1.0,2,100,0.001,140,50.0,75.72072156270345,85.97150039672852,12.4577108224233,16.533052444458008,8.02001945177714,8.136708736419678,6.217443029085795,9.300798892974854,2514.27734375,2514.27783203125,2147.9384765625,2146.998046875,0.530927836894989,0.5071752071380615
1.0,2,100,0.001,170,10.0,20.349654992421467,16.078112602233887,9.342278480529785,15.710147857666016,7.499465703964233,7.706284046173096,9.75676997502645,8.017608880996704,971.322265625,971.3223876953125,609.122314453125,616.9796752929688,0.48978036642074585,0.4902407228946686
1.0,2,100,0.001,170,30.0,275.4555130004883,249.78339385986328,11.092636108398438,15.877299785614014,8.03575881322225,10.036902904510498,10.435203075408936,10.219974040985107,73.7074966430664,73.70748901367188,301.5219421386719,303.5138854980469,1.2467007637023926,1.3923265933990479
1.0,2,100,0.001,170,50.0,254.43856557210287,231.00067138671875,14.930818557739258,15.608047485351562,7.7578920523325605,8.193068265914917,8.541114330291748,6.769529700279236,133.3678436279297,133.36785888671875,288.5466613769531,291.0054626464844,0.4849047362804413,0.47261902689933777
1.0,4,100,0.001,110,10.0,81.49671427408855,92.16616821289062,12.567397912343344,15.128441333770752,8.419192234675089,8.244076013565063,9.238673130671183,8.231994152069092,2677.035888671875,2677.035888671875,438.534912109375,435.4326477050781,0.38442689180374146,0.27853745222091675
1.0,4,100,0.001,110,30.0,99.35614522298177,82.65432739257812,12.938121636708578,19.429327964782715,7.731524387995402,10.271602630615234,9.626738468805948,8.01786756515503,763.9024047851562,763.9120483398438,139.2725372314453,136.5486602783203,0.4952050745487213,0.3970913589000702
1.0,4,100,0.001,110,50.0,69.49744669596355,71.19839096069336,12.67197815577189,20.015923500061035,7.2212340633074446,7.754306077957153,11.298723459243774,11.491719722747803,3982.9248046875,3982.83251953125,370.213623046875,364.7785339355469,0.9455334544181824,0.8999769687652588
1.0,4,100,0.001,140,10.0,136.2308006286621,131.2687225341797,12.07299280166626,11.66619086265564,8.349122444788614,11.36198377609253,9.94290272394816,11.281852722167969,675.3839721679688,675.3839721679688,825.5536499023438,831.4945678710938,0.6439281105995178,0.662036657333374
1.0,4,100,0.001,140,30.0,283.79054260253906,278.21905517578125,12.140246391296387,13.633944511413574,8.466705083847046,9.134145736694336,8.891010483105978,8.414493083953857,175.79437255859375,175.79437255859375,319.5645751953125,324.399169921875,0.4453572928905487,0.47832050919532776
