correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test
0.2,4,400,0.001,"[2, 2, 2, 2, 2, 2]",0.18776770308613777,0.0167929045855999
0.2,4,400,0.001,[6],0.115938660223037,0.0040512061677873135
0.2,4,400,0.001,[12],0.04909508861601353,0.0015798797830939293
0.2,5,400,0.001,[2],0.1520787477493286,0.009448067285120487
0.2,5,400,0.001,"[2, 2, 2]",0.2071688175201416,0.005280270706862211
0.2,5,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19985043816268444,0.0013473222497850657
0.2,5,400,0.001,[6],0.04669145727530122,0.0047364262863993645
0.2,5,400,0.001,[12],0.05266210809350014,0.0025926660746335983
0.2,6,400,0.001,[2],0.11705998005345464,0.00983752217143774
0.2,6,400,0.001,"[2, 2, 2]",0.1203712560236454,0.01246452797204256
0.2,6,400,0.001,"[2, 2, 2, 2, 2, 2]",0.24641481414437294,0.004243835806846619
0.2,6,400,0.001,[6],0.058908089995384216,0.005151298828423023
0.2,6,400,0.001,[12],0.04308151639997959,0.002582590328529477
0.2,7,400,0.001,[2],0.10711474251002073,0.005236112512648106
0.2,7,400,0.001,"[2, 2, 2]",0.10608338518068194,0.011099039576947689
0.2,7,400,0.001,"[2, 2, 2, 2, 2, 2]",0.21480972319841385,0.004242909140884876
0.2,7,400,0.001,[6],0.05885054636746645,0.005648608319461346
0.2,7,400,0.001,[12],0.03422138164751232,0.001573445275425911
0.2,8,400,0.001,[2],0.1282984297722578,0.006610434502363205
0.2,8,400,0.001,"[2, 2, 2]",0.20325147174298763,0.009521777741611004
0.2,8,400,0.001,"[2, 2, 2, 2, 2, 2]",0.18954449892044067,0.003931949380785227
0.2,8,400,0.001,[6],0.05285499058663845,0.00518769072368741
0.2,8,400,0.001,[12],0.05799217615276575,0.00151511759031564
0.2,9,400,0.001,[2],0.09806203935295343,0.008490940555930138
0.2,9,400,0.001,"[2, 2, 2]",0.17047963291406631,0.04481666162610054
0.2,9,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2636321969330311,0.008096056990325451
0.2,9,400,0.001,[6],0.057985360734164715,0.0037741009145975113
0.2,9,400,0.001,[12],0.07152347825467587,0.0019459044560790062
0.2,10,400,0.001,[2],0.16562715731561184,0.010326828807592392
0.2,10,400,0.001,"[2, 2, 2]",0.15549259632825851,0.020796511322259903
