correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,average_loss_train_static_ncl,average_loss_test_static_ncl,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,diversity_coefficient_train_static_ncl,diversity_coefficient_test_static_ncl,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
0.9,2,500,0.001,"[2, 2, 2]",0.05838877819478512,0.06077887210994959,0.15430710837244987,0.2535683400928974,0.15241407603025436,0.23954304680228233,0.017480766400694847,0.015496717765927315,7.555685783700028e-07,7.555687489002594e-07
0.9,2,500,0.001,"[2, 2, 2, 2]",0.08222384639084339,0.1389684844762087,0.1299366857856512,0.17918981239199638,0.1533619113266468,0.21598831564188004,0.055672887712717056,0.061277735978364944,0.003551240311935544,0.006770665291696787
0.9,4,500,0.001,[2],0.040426739305257794,0.04663757560774684,0.09054124690592288,0.1263745203614235,0.12270169779658317,0.1968078725039959,0.05113527551293373,0.06367940455675125,0.004522294271737337,0.005695049650967121
0.9,4,500,0.001,"[2, 2]",0.04800794925540686,0.06223515514284372,0.11679565235972404,0.14875376224517822,0.09120649844408035,0.08458342123776674,0.1338871717453003,0.1678358018398285,0.004324906039983034,0.006146308965981007
0.9,4,500,0.001,"[2, 2, 2]",0.04875663444399834,0.06294741481542587,0.12211570665240287,0.14575202390551567,0.1504196010529995,0.20598112419247627,0.06689213216304779,0.08177610486745834,0.00970336701720953,0.01291652675718069
0.9,4,500,0.001,"[2, 2, 2, 2]",0.04762641191482544,0.06930284295231104,0.11347482874989509,0.18917789310216904,0.15062900260090828,0.26307591423392296,0.09867998957633972,0.14337210357189178,0.008583294227719307,0.01148004736751318
0.9,6,500,0.001,[2],0.04577633272856474,0.05191022914368659,0.10157610140740872,0.13126408401876688,0.09551872797310353,0.11071202345192432,0.03807055577635765,0.05376821756362915,0.007302148267626762,0.009840111248195171
0.9,6,500,0.001,"[2, 2]",0.03802503328770399,0.04491923004388809,0.10096957050263881,0.1391545943915844,0.12049740254878998,0.11790221743285656,0.11928720772266388,0.14427128434181213,0.018846867606043816,0.019962158054113388
0.9,6,500,0.001,"[2, 2, 2]",0.035996781941503284,0.03274198458530009,0.1281591072678566,0.15692072547972202,0.10046914666891098,0.12930924631655216,0.10442962497472763,0.12628903985023499,0.06284037977457047,0.061686571687459946
0.9,6,500,0.001,"[2, 2, 2, 2]",0.04136690218001604,0.06831224635243416,0.1398899145424366,0.2219582200050354,0.13771084174513817,0.13983410596847534,0.16118234395980835,0.17830821871757507,0.004300518427044153,0.005582224112004042
0.9,8,500,0.001,[2],0.04180336007848382,0.041717562824487686,0.07317811995744705,0.0970512330532074,0.1178679782897234,0.12470013741403818,0.030756600201129913,0.04477103054523468,0.003914245869964361,0.005791681818664074
0.9,8,500,0.001,"[2, 2]",0.03782933969050646,0.034933750750496984,0.10178241357207299,0.12750758416950703,0.1529126651585102,0.19040576554834843,0.06419439613819122,0.08731713145971298,0.016634082421660423,0.017979256808757782
0.9,8,500,0.001,"[2, 2, 2]",0.03772856472060084,0.0449369540438056,0.1045777790248394,0.12651858385652304,0.1563684917986393,0.23473477736115456,0.1636265516281128,0.18381743133068085,0.009948113933205605,0.012601017951965332
